-132.5739053,47.6840017,0
-130.1476083,44.9665138,0
-128.509151,41.9640548,0
-125.7760405,35.8830364,0
-123.1543747,29.8348689,0
-121.4996866,23.549045,0
-115.1980691,24.6010746,0
-109.2908092,25.0882669,0
-96.6113463,24.7519211,0
-89.8907375,24.3317356,0
-83.8171201,23.5370568,0
-72.6324991,21.1922614,0
-71.6023268,26.4979665,0
-68.8135551,34.487918,0
-66.1126313,40.819989,0
-62.0856241,46.7888999,0
-70.1265553,48.957697,0
-78.6201611,50.9188146,0
-87.6856781,52.0967683,0
-97.0004833,52.7005738,0
-106.4572101,52.3010225,0
-115.6360726,51.3794111,0
-124.2517975,49.7655234,0
-132.5739053,47.6840017,0
