los_lat,los_lon,los_alt,los_x,los_y,los_z,distance_m,grid_id_lat,grid_id_lon,grid_id_alt,grid_cloud,cflos_percentage
40.0,-80.5,12191.999999998425,809071.1564740292,-4834818.585148152,4085822.438737674,0.0,5500,4975,40,0.0,100.0
40.000002430236414,-80.49887078162688,12166.162869616383,809163.1479619367,-4834782.946283751,4085806.0380554413,100.00772410624941,5500,4975,40,0.0,100.0
40.000004849490544,-80.49774155405544,12140.327197869668,809255.1394498443,-4834747.30741935,4085789.637373208,200.01544821268226,5500,4975,40,0.0,100.0
40.00000725776213,-80.49661231728646,12114.49298477831,809347.1309377517,-4834711.6685549505,4085773.2366909753,300.0231723185998,5500,4975,40,0.0,100.0
40.00000965505089,-80.4954830713207,12088.66023035904,809439.1224256593,-4834676.02969055,4085756.836008742,400.03089642503267,5500,4975,40,0.0,100.0
40.000012041356555,-80.49435381615892,12062.828934630284,809531.1139135668,-4834640.390826149,4085740.435326509,500.03862053128205,5500,4975,40,0.0,100.0
40.000014416678866,-80.49322455180189,12036.999097608359,809623.1054014744,-4834604.751961748,4085724.034644276,600.0463446377149,5500,4975,39,0.0,100.0
40.00001678101756,-80.49209527825037,12011.170719311986,809715.0968893819,-4834569.113097348,4085707.633962043,700.0540687436325,5500,4975,39,0.0,100.0
40.00001913437233,-80.49096599550514,11985.34379975868,809807.0883772895,-4834533.474232947,4085691.23327981,800.0617928500653,5500,4975,39,0.0,100.0
40.00002147674294,-80.48983670356695,11959.518338965669,809899.079865197,-4834497.835368547,4085674.832597577,900.0695169563147,5500,4976,39,0.0,100.0
40.00002380812912,-80.48870740243656,11933.694336951296,809991.0713531045,-4834462.196504146,4085658.4319153437,1000.0772410627477,5500,4976,39,0.0,100.0
40.00002612853059,-80.48757809211475,11907.871793733566,810083.062841012,-4834426.557639746,4085642.031233111,1100.0849651686651,5500,4976,39,0.0,100.0
40.00002843794707,-80.48644877260229,11882.05070932809,810175.0543289195,-4834390.918775345,4085625.6305508777,1200.092689274991,5500,4976,39,0.0,100.0
40.000030736378314,-80.48531944389993,11856.231083754596,810267.0458168271,-4834355.279910944,4085609.229868645,1300.1004133813474,5500,4976,39,0.0,100.0
40.00003302382405,-80.48419010600843,11830.412917029522,810359.0373047346,-4834319.641046544,4085592.8291864116,1400.108137487673,5500,4976,39,0.0,100.0
40.00003530028398,-80.48306075892857,11804.596209171586,810451.0287926422,-4834284.002182144,4085576.4285041788,1500.1158615936977,5500,4976,39,0.0,100.0
40.00003756575788,-80.48193140266112,11778.780960196997,810543.0202805497,-4834248.363317743,4085560.0278219455,1600.1235857000236,5500,4976,39,0.0,100.0
40.00003982024543,-80.48080203720684,11752.967170125896,810635.0117684572,-4834212.724453342,4085543.6271397127,1700.1313098063802,5500,4976,39,0.0,100.0
40.00004206374641,-80.47967266256649,11727.1548389727,810727.0032563647,-4834177.085588941,4085527.2264574794,1800.1390339127058,5500,4976,38,0.0,100.0
40.00004429626052,-80.47854327874082,11701.343966757917,810818.9947442723,-4834141.4467245415,4085510.8257752466,1900.1467580187305,5500,4976,38,0.0,100.0
40.000046517787496,-80.47741388573061,11675.53455349739,810910.9862321798,-4834105.807860141,4085494.4250930133,2000.1544821250563,5500,4976,38,0.0,100.0
40.00004872832708,-80.47628448353666,11649.726599209234,811002.9777200874,-4834070.16899574,4085478.0244107805,2100.1622062314127,5500,4976,38,0.0,100.0
40.00005092787899,-80.47515507215968,11623.92010391086,811094.9692079949,-4834034.530131339,4085461.6237285472,2200.1699303377386,5500,4976,38,0.0,100.0
40.000053116442956,-80.47402565160047,11598.115067621924,811186.9606959024,-4833998.891266939,4085445.2230463144,2300.177654443656,5500,4976,38,0.0,100.0
40.00005529401871,-80.47289622185978,11572.311490356493,811278.95218381,-4833963.252402538,4085428.822364081,2400.185378550089,5500,4976,38,0.0,100.0
40.000057460605994,-80.4717667829384,11546.509372135244,811370.9436717174,-4833927.613538138,4085412.4216818484,2500.1931026563384,5500,4976,38,0.0,100.0
40.00005961620454,-80.47063733483706,11520.708712974083,811462.935159625,-4833891.974673737,4085396.020999615,2600.200826762771,5500,4976,38,0.0,100.0
40.00006176081404,-80.46950787755655,11494.909512893524,811554.9266475325,-4833856.335809337,4085379.6203173823,2700.2085508686887,5500,4977,38,0.0,100.0
40.00006389443429,-80.46837841109763,11469.111771907195,811646.9181354401,-4833820.696944936,4085363.2196351495,2800.216274975045,5500,4977,38,0.0,100.0
40.00006601706497,-80.46724893546107,11443.315490033816,811738.9096233476,-4833785.058080535,4085346.818952916,2900.223999081371,5500,4977,38,0.0,100.0
40.00006812870582,-80.46611945064762,11417.520667292702,811830.9011112552,-4833749.419216135,4085330.4182706834,3000.2317231877278,5500,4977,37,0.0,100.0
40.000070229356574,-80.46498995665807,11391.7273037019,811922.8925991626,-4833713.780351735,4085314.01758845,3100.2394472937212,5500,4977,37,0.0,100.0
40.000072319016994,-80.46386045349315,11365.935399276124,812014.8840870701,-4833678.141487334,4085297.6169062173,3200.2471713999707,5500,4977,37,0.0,100.0
40.00007439768677,-80.46273094115368,11340.144954034688,812106.8755749777,-4833642.502622933,4085281.216223984,3300.254895506404,5500,4977,37,0.0,100.0
40.000076465365645,-80.46160141964037,11314.355967995,812198.8670628852,-4833606.863758532,4085264.815541751,3400.262619612653,5500,4977,37,0.0,100.0
40.00007852205335,-80.46047188895403,11288.568441176832,812290.8585507928,-4833571.224894132,4085248.414859518,3500.270343718754,5500,4977,37,0.0,100.0
40.00008056774961,-80.45934234909541,11262.782373594255,812382.8500387003,-4833535.586029732,4085232.014177285,3600.2780678250033,5500,4977,37,0.0,100.0
40.00008260245418,-80.45821280006525,11236.9977652661,812474.8415266079,-4833499.947165331,4085215.613495052,3700.2857919314365,5500,4977,37,0.0,100.0
40.000084626166775,-80.45708324186437,11211.21461621113,812566.8330145153,-4833464.30830093,4085199.212812819,3800.293516037686,5500,4977,37,0.0,100.0
40.00008663888712,-80.4559536744935,11185.432926446932,812658.8245024229,-4833428.66943653,4085182.812130586,3900.301240143787,5500,4977,37,0.0,100.0
40.000088640614955,-80.4548240979534,11159.652695990546,812750.8159903304,-4833393.030572129,4085166.411448353,4000.3089642500363,5500,4977,37,0.0,100.0
40.00009063135,-80.45369451224485,11133.873924858362,812842.807478238,-4833357.391707729,4085150.0107661197,4100.316688356469,5500,4977,37,0.0,100.0
40.00009261109203,-80.45256491736863,11108.096613069858,812934.7989661455,-4833321.752843328,4085133.610083887,4200.324412462718,5500,4977,36,0.0,100.0
40.0000945798407,-80.45143531332549,11082.32076064281,813026.790454053,-4833286.113978928,4085117.2094016536,4300.3321365687125,5500,4977,36,0.0,100.0
40.0000965375958,-80.45030570011619,11056.546367592153,813118.7819419606,-4833250.475114527,4085100.808719421,4400.339860675069,5500,4977,36,0.0,100.0
40.00009848435704,-80.44917607774153,11030.773433939832,813210.773429868,-4833214.836250126,4085084.4080371875,4500.347584781394,5500,4978,36,0.0,100.0
40.000100420124156,-80.44804644620224,11005.00195970003,813302.7649177756,-4833179.197385726,4085068.0073549547,4600.355308887751,5500,4978,36,0.0,100.0
40.00010234489688,-80.44691680549909,10979.231944891508,813394.7564056831,-4833143.558521326,4085051.6066727214,4700.363032993745,5500,4978,36,0.0,100.0
40.000104258674945,-80.44578715563286,10953.46338953197,813486.7478935907,-4833107.919656925,4085035.2059904886,4800.370757100101,5500,4978,36,0.0,100.0
40.00010616145807,-80.44465749660432,10927.696293638637,813578.7393814982,-4833072.280792524,4085018.8053082554,4900.378481206428,5500,4978,36,0.0,100.0
40.00010805324601,-80.44352782841422,10901.930657230045,813670.7308694058,-4833036.641928123,4085002.4046260226,5000.386205312784,5500,4978,36,0.0,100.0
40.00010993403847,-80.44239815106334,10876.166480322812,813762.7223573133,-4833001.003063723,4084986.0039437893,5100.393929418778,5500,4978,36,0.0,100.0
40.000111803835196,-80.44126846455245,10850.403762935544,813854.7138452209,-4832965.364199323,4084969.6032615565,5200.401653525134,5500,4978,36,0.0,100.0
40.00011366263592,-80.44013876888229,10824.642505084077,813946.7053331283,-4832929.725334922,4084953.202579323,5300.409377631459,5500,4978,36,0.0,100.0
40.00011551044038,-80.43900906405366,10798.88270678886,814038.6968210358,-4832894.086470521,4084936.8018970904,5400.417101737709,5500,4978,35,0.0,100.0
40.00011734724828,-80.43787935006733,10773.124368064966,814130.6883089434,-4832858.447606121,4084920.401214857,5500.42482584381,5500,4978,35,0.0,100.0
40.00011917305937,-80.43674962692404,10747.367488932363,814222.6797968509,-4832822.80874172,4084904.0005326243,5600.43254995006,5500,4978,35,0.0,100.0
40.0001209878734,-80.43561989462457,10721.612069405342,814314.6712847585,-4832787.16987732,4084887.5998503915,5700.4402740564165,5500,4978,35,0.0,100.0
40.00012279169007,-80.43449015316968,10695.858109503935,814406.662772666,-4832751.531012919,4084871.199168158,5800.447998162742,5500,4978,35,0.0,100.0
40.000124584509116,-80.43336040256015,10670.105609246975,814498.6542605736,-4832715.892148519,4084854.7984859254,5900.455722268766,5500,4978,35,0.0,100.0
40.0001263663303,-80.43223064279674,10644.354568648989,814590.645748481,-4832680.253284118,4084838.397803692,6000.463446375093,5500,4978,35,0.0,100.0
40.000128137153304,-80.43110087388021,10618.604987730076,814682.6372363886,-4832644.614419717,4084821.9971214593,6100.471170481449,5500,4978,35,0.0,100.0
40.000129896977896,-80.42997109581133,10592.856866505774,814774.6287242961,-4832608.975555317,4084805.596439226,6200.478894587774,5500,4979,35,0.0,100.0
40.000131645803805,-80.42884130859088,10567.110204996414,814866.6202122037,-4832573.336690917,4084789.1957569933,6300.486618693799,5500,4979,35,0.0,100.0
40.00013338363075,-80.42771151221963,10541.36500321558,814958.6117001112,-4832537.697826516,4084772.79507476,6400.494342800125,5500,4979,35,0.0,100.0
40.00013511045848,-80.42658170669833,10515.621261184957,815050.6031880187,-4832502.058962115,4084756.394392527,6500.502066906375,5500,4979,35,0.0,100.0
40.00013682628671,-80.42545189202774,10489.878978919925,815142.5946759263,-4832466.420097714,4084739.993710294,6600.509791012808,5500,4979,34,0.0,100.0
40.00013853111518,-80.42432206820867,10464.138156439616,815234.5861638337,-4832430.781233314,4084723.593028061,6700.517515118725,5500,4979,34,0.0,100.0
40.00014022494361,-80.42319223524184,10438.398793760354,815326.5776517413,-4832395.142368914,4084707.192345828,6800.525239225157,5500,4979,34,0.0,100.0
40.00014190777175,-80.42206239312803,10412.660890899475,815418.5691396488,-4832359.503504513,4084690.791663595,6900.532963331407,5500,4979,34,0.0,100.0
40.000143579599325,-80.42093254186803,10386.92444787588,815510.5606275564,-4832323.864640112,4084674.3909813617,7000.5406874378405,5500,4979,34,0.0,100.0
40.00014524042606,-80.41980268146258,10361.189464706604,815602.5521154639,-4832288.225775712,4084657.990299129,7100.5484115437575,5500,4979,34,0.0,100.0
40.00014689025168,-80.41867281191247,10335.455941409882,815694.5436033715,-4832252.586911311,4084641.5896168957,7200.55613565019,5500,4979,34,0.0,100.0
40.00014852907595,-80.41754293321846,10309.723878001923,815786.535091279,-4832216.948046911,4084625.188934663,7300.563859756439,5500,4979,34,0.0,100.0
40.00015015689857,-80.4164130453813,10283.993274499719,815878.5265791864,-4832181.30918251,4084608.7882524296,7400.571583862766,5500,4979,34,0.0,100.0
40.000151773719274,-80.41528314840178,10258.26413092394,815970.518067094,-4832145.670318109,4084592.3875701968,7500.579307969123,5500,4979,34,0.0,100.0
40.00015337953782,-80.41415324228066,10232.536447291028,816062.5095550015,-4832110.031453709,4084575.9868879635,7600.5870320751155,5500,4979,34,0.0,100.0
40.00015497435391,-80.41302332701872,10206.810223616429,816154.5010429091,-4832074.392589308,4084559.5862057307,7700.594756181473,5500,4979,33,0.0,100.0
40.00015655816728,-80.41189340261671,10181.085459920634,816246.4925308166,-4832038.7537249075,4084543.1855234974,7800.602480287798,5500,4979,33,0.0,100.0
40.00015813097769,-80.4107634690754,10155.362156219735,816338.4840187242,-4832003.114860507,4084526.7848412646,7900.610204394155,5500,4979,33,0.0,100.0
40.00015969278484,-80.40963352639558,10129.640312532681,816430.4755066317,-4831967.475996107,4084510.3841590313,8000.617928500149,5500,4980,33,0.0,100.0
40.00016124358847,-80.40850357457799,10103.919928874737,816522.4669945393,-4831931.837131706,4084493.9834767985,8100.625652606505,5500,4980,33,0.0,100.0
40.00016278338834,-80.4073736136234,10078.201005264893,816614.4584824467,-4831896.198267305,4084477.5827945652,8200.63337671283,5500,4980,33,0.0,100.0
40.00016431218415,-80.4062436435326,10052.483541721042,816706.4499703543,-4831860.5594029045,4084461.1821123324,8300.641100819188,5500,4980,33,0.0,100.0
40.00016582997562,-80.40511366430634,10026.767538260814,816798.4414582618,-4831824.920538505,4084444.7814300996,8400.648824925105,5500,4980,33,0.0,100.0
40.000167336762516,-80.4039836759454,10001.052994901022,816890.4329461693,-4831789.281674104,4084428.3807478664,8500.65654903143,5500,4980,33,0.0,100.0
40.000168832544574,-80.40285367845054,9975.339911658997,816982.4244340769,-4831753.642809703,4084411.9800656335,8600.664273137787,5500,4980,33,0.0,100.0
40.00017031732146,-80.40172367182252,9949.62828855424,817074.4159219844,-4831718.003945302,4084395.5793834003,8700.671997244113,5500,4980,33,0.0,100.0
40.000171791093,-80.40059365606213,9923.91812560425,817166.407409892,-4831682.365080902,4084379.1787011675,8800.679721350138,5500,4980,33,0.0,100.0
40.00017325385886,-80.39946363117012,9898.209422823049,817258.3988977994,-4831646.726216502,4084362.778018934,8900.687445456464,5500,4980,32,0.0,100.0
40.00017470561881,-80.39833359714729,9872.502180232435,817350.390385707,-4831611.087352101,4084346.3773367014,9000.69516956282,5500,4980,32,0.0,100.0
40.00017614637256,-80.39720355399436,9846.796397846778,817442.3818736145,-4831575.4484877,4084329.976654468,9100.702893669146,5500,4980,32,0.0,100.0
40.00017757611984,-80.39607350171211,9821.092075687762,817534.3733615221,-4831539.8096233,4084313.5759722353,9200.71061777517,5500,4980,32,0.0,100.0
40.0001789948604,-80.39494344030135,9795.389213767732,817626.3648494296,-4831504.170758899,4084297.175290002,9300.718341881495,5500,4980,32,0.0,100.0
40.00018040259396,-80.3938133697628,9769.687812108372,817718.3563373372,-4831468.5318944985,4084280.774607769,9400.726065987852,5500,4980,32,0.0,100.0
40.00018179932025,-80.39268329009725,9743.98787072529,817810.3478252447,-4831432.893030098,4084264.373925536,9500.733790094178,5500,4980,32,0.0,100.0
40.00018318503902,-80.39155320130548,9718.289389637921,817902.3393131521,-4831397.254165698,4084247.973243303,9600.741514200095,5500,4980,32,0.0,100.0
40.00018455974999,-80.39042310338824,9692.592368862171,817994.3308010597,-4831361.615301297,4084231.57256107,9700.74923830653,5500,4980,32,0.0,100.0
40.00018592345286,-80.38929299634631,9666.896808416344,818086.3222889672,-4831325.976436896,4084215.171878837,9800.75696241278,5500,4981,32,0.0,100.0
40.00018727614742,-80.38816288018045,9641.202708316396,818178.3137768748,-4831290.337572495,4084198.771196604,9900.764686519211,5500,4981,32,0.0,100.0
40.00018861783339,-80.38703275489144,9615.510068583666,818270.3052647823,-4831254.698708096,4084182.370514371,10000.772410625128,5500,4981,32,0.0,100.0
40.00018994851047,-80.38590262048001,9589.818889231925,818362.2967526899,-4831219.059843695,4084165.9698321377,10100.78013473156,5500,4981,31,0.0,100.0
40.00019126817841,-80.38477247694699,9564.129170280119,818454.2882405974,-4831183.420979294,4084149.569149905,10200.787858837812,5500,4981,31,0.0,100.0
40.00019257683696,-80.3836423242931,9538.440911746182,818546.279728505,-4831147.782114893,4084133.1684676716,10300.795582944244,5500,4981,31,0.0,100.0
40.000193874485824,-80.38251216251915,9512.754113648945,818638.2712164124,-4831112.143250493,4084116.767785439,10400.80330705016,5500,4981,31,0.0,100.0
40.000195161124765,-80.38138199162587,9487.068776002296,818730.26270432,-4831076.504386093,4084100.3671032055,10500.811031156594,5500,4981,31,0.0,100.0
40.000196436753484,-80.38025181161406,9461.384898827804,818822.2541922275,-4831040.865521692,4084083.9664209727,10600.818755262842,5500,4981,31,0.0,100.0
40.000197701371725,-80.37912162248446,9435.702482140849,818914.245680135,-4831005.226657291,4084067.5657387394,10700.826479369169,5500,4981,31,0.0,100.0
40.00019895497923,-80.37799142423786,9410.021525960192,819006.2371680426,-4830969.587792891,4084051.1650565066,10800.834203475193,5500,4981,31,0.0,100.0
40.00020019757572,-80.37686121687503,9384.342030302229,819098.22865595,-4830933.94892849,4084034.7643742734,10900.84192758152,5500,4981,31,0.0,100.0
40.000201429160946,-80.37573100039673,9358.663995184777,819190.2201438576,-4830898.3100640895,4084018.3636920406,11000.849651687877,5500,4981,31,0.0,100.0
40.000202649734625,-80.37460077480374,9332.987420625888,819282.2116317651,-4830862.671199689,4084001.9630098077,11100.857375794125,5500,4981,31,0.0,100.0
40.000203859296484,-80.3734705400968,9307.312306644806,819374.2031196727,-4830827.032335289,4083985.5623275745,11200.865099900228,5500,4981,31,0.0,100.0
40.00020505784627,-80.37234029627673,9281.638653255486,819466.1946075802,-4830791.393470888,4083969.1616453417,11300.872824006476,5500,4981,30,0.0,100.0
40.0002062453837,-80.37121004334425,9255.966460477173,819558.1860954878,-4830755.754606487,4083952.7609631084,11400.88054811291,5500,4981,30,0.0,100.0
40.00020742190855,-80.37007978130015,9230.295728328447,819650.1775833953,-4830720.115742086,4083936.3602808756,11500.888272219157,5500,4981,30,0.0,100.0
40.000208587420474,-80.36894951014521,9204.626456826252,819742.1690713027,-4830684.476877687,4083919.9595986423,11600.895996325153,5500,4982,30,0.0,100.0
40.00020974191926,-80.36781922988018,9178.958645987857,819834.1605592103,-4830648.838013286,4083903.5589164095,11700.903720431508,5500,4982,30,0.0,100.0
40.00021088540465,-80.36668894050584,9153.29229583048,819926.1520471178,-4830613.199148885,4083887.158234176,11800.911444537835,5500,4982,30,0.0,100.0
40.00021201787635,-80.36555864202296,9127.62740637183,820018.1435350254,-4830577.560284484,4083870.7575519434,11900.919168644192,5500,4982,30,0.0,100.0
40.0002131393341,-80.36442833443232,9101.963977630967,820110.1350229329,-4830541.921420084,4083854.35686971,12000.926892750185,5500,4982,30,0.0,100.0
40.000214249777635,-80.36329801773466,9076.302009624995,820202.1265108405,-4830506.2825556835,4083837.9561874773,12100.93461685654,5500,4982,30,0.0,100.0
40.000215349206684,-80.36216769193078,9050.641502368582,820294.117998748,-4830470.643691283,4083821.555505244,12200.942340962867,5500,4982,30,0.0,100.0
40.00021643762099,-80.36103735702143,9024.982455883348,820386.1094866556,-4830435.004826882,4083805.1548230113,12300.950065069224,5500,4982,30,0.0,100.0
40.00021751502026,-80.35990701300739,8999.324870186165,820478.100974563,-4830399.365962482,4083788.754140778,12400.957789175216,5500,4982,30,0.0,100.0
40.00021858140427,-80.35877665988941,8973.668745292161,820570.0924624706,-4830363.727098081,4083772.353458545,12500.965513281575,5500,4982,29,0.0,100.0
40.0002196367727,-80.3576462976683,8948.014081219822,820662.0839503781,-4830328.08823368,4083755.952776312,12600.9732373879,5500,4982,29,0.0,100.0
40.000220681125334,-80.3565159263448,8922.360877987845,820754.0754382856,-4830292.44936928,4083739.552094079,12700.98096149415,5500,4982,29,0.0,100.0
40.00022171446189,-80.35538554591969,8896.709135614232,820846.0669261932,-4830256.81050488,4083723.151411846,12800.98868560025,5500,4982,29,0.0,100.0
40.00022273678208,-80.35425515639372,8871.058854114064,820938.0584141007,-4830221.171640479,4083706.750729613,12900.996409706499,5500,4982,29,0.0,100.0
40.000223748085645,-80.35312475776769,8845.410033507002,821030.0499020083,-4830185.532776078,4083690.3500473797,13001.004133812932,5500,4982,29,0.0,100.0
40.00022474837234,-80.35199435004236,8819.762673810266,821122.0413899157,-4830149.893911677,4083673.949365147,13101.011857919182,5500,4982,29,0.0,100.0
40.00022573764186,-80.35086393321849,8794.116775041262,821214.0328778233,-4830114.255047278,4083657.5486829136,13201.019582025283,5500,4982,29,0.0,100.0
40.00022671589398,-80.34973350729686,8768.472337216428,821306.0243657308,-4830078.616182877,4083641.148000681,13301.027306131533,5500,4983,29,0.0,100.0
40.0002276831284,-80.34860307227825,8742.829360355197,821398.0158536384,-4830042.977318476,4083624.7473184476,13401.035030237965,5500,4983,29,0.0,100.0
40.00022863934489,-80.3474726281634,8717.187844474074,821490.0073415459,-4830007.338454075,4083608.3466362148,13501.042754344215,5500,4983,29,0.0,100.0
40.00022958454312,-80.34634217495311,8691.547789592307,821581.9988294535,-4829971.699589675,4083591.9459539815,13601.050478450314,5500,4983,29,0.0,100.0
40.000230518722894,-80.34521171264812,8665.909195724791,821673.990317361,-4829936.0607252745,4083575.5452717487,13701.058202556564,5500,4983,28,0.0,100.0
40.00023144188391,-80.34408124124924,8640.27206289066,821765.9818052684,-4829900.421860874,4083559.1445895154,13801.065926662892,5500,4983,28,0.0,100.0
40.000232354025904,-80.3429507607572,8614.636391106536,821857.973293176,-4829864.782996473,4083542.7439072826,13901.073650769247,5500,4983,28,0.0,100.0
40.00023325514861,-80.34182027117281,8589.002180391664,821949.9647810835,-4829829.144132073,4083526.34322505,14001.081374875164,5500,4983,28,0.0,100.0
40.00023414525177,-80.3406897724968,8563.36943076244,822041.9562689911,-4829793.505267672,4083509.9425428165,14101.089098981598,5500,4983,28,0.0,100.0
40.0002350243351,-80.33955926472997,8537.73814223608,822133.9477568986,-4829757.866403271,4083493.5418605837,14201.096823087848,5500,4983,28,0.0,100.0
